,主键,机器编号,销量,销售额,日均销售额,点位日均销量,点位日,件单价,sku动销率,退款率,吐货失败率,缺货率,时间,PCA
247,051101422021-07-04,5110142,86,427.8,71.3,14.333333333333334,6,4.97,0.4375,0.0,0.1163,0.06,2021-07-05 05:09:49,2.2717903044224745
248,028103972021-07-04,2810397,112,498.7,71.24,16.0,7,4.45,0.8,0.0,0.0,0.2789,2021-07-05 05:09:47,3.9482486406790827
249,0574100482021-07-04,57410048,14,71.2,71.2,14.0,1,5.09,0.0,0.0,0.0,0.16,2021-07-05 05:09:47,-0.26351519992060607
250,010103412021-07-04,1010341,107,497.65,71.09,15.285714285714286,7,4.65,0.6765,0.0,0.0,0.1687,2021-07-05 05:09:47,3.4938949954236613
251,025102522021-07-04,2510252,117,497.1,71.01,16.714285714285715,7,4.25,0.7037,0.0,0.0,0.1591,2021-07-05 05:09:47,3.751418329085461
252,0571101912021-07-04,57110191,110,496.87,70.98,15.714285714285714,7,4.52,0.8,0.0,0.0,0.1494,2021-07-05 05:09:49,3.757189088672749
253,010103362021-07-04,1010336,118,494.89,70.7,16.857142857142858,7,4.19,0.8261,0.0,0.0,0.1429,2021-07-05 05:09:47,3.965179136054886
254,020102682021-07-04,2010268,109,493.91,70.56,15.571428571428571,7,4.53,0.7917,0.0,0.0,0.0882,2021-07-05 05:09:47,3.6406712016714926
255,029103022021-07-04,2910302,111,492.6,70.37,15.857142857142858,7,4.44,0.75,0.0,0.0,0.2024,2021-07-05 05:09:47,3.726137475083292
256,051100802021-07-04,5110080,88,491.97,70.28,12.571428571428571,7,5.59,0.6389,0.0,0.0,0.1975,2021-07-05 05:09:47,3.019199348401622
257,0371101852021-07-04,37110185,120,491.9,70.27,17.142857142857142,7,4.1,0.5833,0.0,0.0,0.1486,2021-07-05 05:09:47,3.5670633716631657
258,028103872021-07-04,2810387,122,491.41,70.2,17.428571428571427,7,4.03,0.9,0.0,0.0,0.1206,2021-07-05 05:09:47,4.147129658308665
259,029100872021-07-04,2910087,109,490.6,70.09,15.571428571428571,7,4.5,0.8095,0.0,0.0,0.1761,2021-07-05 05:09:47,3.75088339769831
260,0551101302021-07-04,55110130,97,489.5,69.93,13.857142857142858,7,5.05,0.8696,0.0,0.0,0.125,2021-07-05 05:09:47,3.5362376622770717
261,021105902021-07-04,2110590,80,488.9,69.84,11.428571428571429,7,6.11,0.7,0.0,0.0,0.2132,2021-07-05 05:09:47,2.9631124687691397
262,0551101352021-07-04,55110135,114,483.46,69.07,16.285714285714285,7,4.24,0.7619,0.0,0.0,0.1429,2021-07-05 05:09:47,3.7072631370478324
263,027102232021-07-04,2710223,94,483.01,69.0,13.428571428571429,7,5.14,0.7826,0.0,0.0,0.1429,2021-07-05 05:09:49,3.3034904727262253
264,0551102582021-07-04,55110258,109,482.9,68.99,15.571428571428571,7,4.43,0.7895,0.0,0.0,0.2429,2021-07-05 05:09:47,3.7499989155249005
265,075512692021-07-04,7551269,101,482.15,68.88,14.428571428571429,7,4.77,0.8696,0.0,0.0,0.2156,2021-07-05 05:09:47,3.6846749467616955
266,023101772021-07-04,2310177,104,480.9,68.7,14.857142857142858,7,4.62,0.9545,0.0,0.0,0.0629,2021-07-05 05:09:47,3.7333297904937153
267,029102112021-07-04,2910211,100,480.9,68.7,14.285714285714286,7,4.81,0.8696,0.0,0.0,0.1026,2021-07-05 05:09:47,3.5362942496268457
268,010102882021-07-04,1010288,108,480.3,68.61,15.428571428571429,7,4.45,0.7083,0.0,0.0,0.1657,2021-07-05 05:09:47,3.4875840837323526
269,010101262021-07-04,1010126,102,479.0,68.43,14.571428571428571,7,4.7,0.6875,0.0286,0.0,0.2269,2021-07-05 05:09:47,3.344983924547096
270,0571100592021-07-04,57110059,110,476.9,68.13,15.714285714285714,7,4.34,0.7333,0.0,0.0,0.3077,2021-07-05 05:09:47,3.71245677237454
271,053211702021-07-04,5321170,97,475.76,67.97,13.857142857142858,7,4.9,0.8095,0.0,0.0,0.4026,2021-07-05 05:09:47,3.6592162066365357
272,010104342021-07-04,1010434,118,474.8,67.83,16.857142857142858,7,4.02,0.5667,0.0,0.0,0.2556,2021-07-05 05:09:47,3.5263065866961063
273,0574101912021-07-04,57410191,108,474.62,67.8,15.428571428571429,7,4.39,0.875,0.0,0.0,0.0457,2021-07-05 05:09:47,3.630802894884632
274,021103472021-07-04,2110347,95,474.3,67.76,13.571428571428571,7,4.99,0.7407,0.0,0.0,0.2581,2021-07-05 05:09:47,3.3312541126822652
275,025102632021-07-04,2510263,101,472.8,67.54,14.428571428571429,7,4.68,0.8462,0.0,0.0099,0.0963,2021-07-05 05:09:49,3.458486459677154
276,0574100092021-07-04,57410009,108,472.24,67.46,15.428571428571429,7,4.37,0.8438,0.0,0.0,0.1261,2021-07-05 05:09:47,3.6496316545937493
277,051210592021-07-04,5121059,77,471.35,67.34,11.0,7,6.12,0.7647,0.0941,0.0824,0.2612,2021-07-05 05:09:47,2.7734981391887232
278,0551101942021-07-04,55110194,110,470.7,67.24,15.714285714285714,7,4.28,0.6667,0.0,0.0,0.0714,2021-07-05 05:09:47,3.3110385211541287
279,021110082021-07-04,2111008,94,470.5,67.21,13.428571428571429,7,5.01,0.6429,0.0,0.0,0.0609,2021-07-05 05:09:47,2.9056420044373095
280,0571100372021-07-04,57110037,97,470.3,67.19,13.857142857142858,7,4.85,0.5758,0.0,0.0,0.131,2021-07-05 05:09:47,2.924383919667101
281,021107632021-07-04,2110763,120,469.6,67.09,17.142857142857142,7,3.91,0.5,0.0,0.0,0.1413,2021-07-05 05:09:47,3.3050841465428333
282,029100742021-07-04,2910074,91,468.17,66.88,13.0,7,5.14,0.7619,0.0109,0.0,0.1887,2021-07-05 05:09:47,3.1668332100538708
283,010101772021-07-04,1010177,108,467.5,66.79,15.428571428571429,7,4.33,0.7037,0.0,0.0,0.2065,2021-07-05 05:09:47,3.4623424067566595
284,053210492021-07-04,5321049,88,467.1,66.73,12.571428571428571,7,5.31,0.9,0.0,0.0,0.3265,2021-07-05 05:09:47,3.5049872898000562
285,021111852021-07-04,2111185,84,466.75,66.68,12.0,7,5.56,0.6667,0.0118,0.0,0.2151,2021-07-05 05:09:49,2.8680442640580637
286,010103162021-07-04,1010316,83,465.2,66.46,11.857142857142858,7,5.6,0.7812,0.0119,0.0,0.1152,2021-07-05 05:09:47,2.9374292497278294
287,075511362021-07-04,7551136,99,463.88,66.27,14.142857142857142,7,4.69,0.64,0.0,0.0,0.2167,2021-07-05 05:09:47,3.1439752157158716
288,025100892021-07-04,2510089,88,463.79,66.26,12.571428571428571,7,5.27,0.75,0.0112,0.0112,0.1737,2021-07-05 05:09:47,3.0302497001068938
289,029102222021-07-04,2910222,100,463.4,66.2,14.285714285714286,7,4.63,0.75,0.0291,0.0,0.227,2021-07-05 05:09:47,3.3380172870611693
290,0574101782021-07-04,57410178,109,463.27,66.18,15.571428571428571,7,4.25,0.7308,0.0091,0.0091,0.0794,2021-07-05 05:09:47,3.355385641917246
291,021110822021-07-04,2111082,102,462.95,66.14,14.571428571428571,7,4.54,0.6667,0.0,0.0,0.2102,2021-07-05 05:09:47,3.2460588696685355
292,029103362021-07-04,2910336,102,462.02,66.0,14.571428571428571,7,4.53,0.7143,0.0,0.0,0.1575,2021-07-05 05:09:47,3.270451894208678
293,0731101392021-07-04,73110139,49,461.6,65.94,7.0,7,9.42,0.56,0.0,0.0,0.0787,2021-07-05 05:09:47,1.848269811678495
294,010102362021-07-04,1010236,97,460.19,65.74,13.857142857142858,7,4.74,0.7778,0.0,0.0,0.2265,2021-07-05 05:09:47,3.339687704125019
295,021108092021-07-04,2110809,73,460.0,65.71,10.428571428571429,7,6.3,0.65,0.0267,0.0133,0.1777,2021-07-05 05:09:47,2.5039130671845906
296,0574100842021-07-04,57410084,104,459.65,65.66,14.857142857142858,7,4.42,0.7037,0.0,0.0,0.0435,2021-07-05 05:09:47,3.1623341520265678
297,0592103472021-07-04,59210347,96,459.4,65.63,13.714285714285714,7,4.79,0.7727,0.0,0.0,0.0186,2021-07-05 05:09:47,3.0832268016010285
298,023100552021-07-04,2310055,104,459.06,65.58,14.857142857142858,7,4.41,0.6944,0.0,0.0,0.1718,2021-07-05 05:09:47,3.2798674368496896
299,0571100602021-07-04,57110060,99,457.34,65.33,14.142857142857142,7,4.62,0.7407,0.0,0.0,0.0934,2021-07-05 05:09:47,3.161153673057354
300,010101442021-07-04,1010144,86,457.18,65.31,12.285714285714286,7,5.32,0.7826,0.0,0.0,0.323,2021-07-05 05:09:47,3.2004532481616716
301,0571100922021-07-04,57110092,96,457.1,65.3,13.714285714285714,7,4.76,0.84,0.04,0.0,0.1648,2021-07-05 05:09:47,3.3030552821644386
302,025100932021-07-04,2510093,88,456.0,65.14,12.571428571428571,7,5.18,0.6216,0.0,0.0114,0.0656,2021-07-05 05:09:47,2.6594631463307055
303,021111882021-07-04,2111188,87,453.99,64.86,12.428571428571429,7,5.22,0.5366,0.0225,0.0112,0.1983,2021-07-05 05:09:49,2.5927190640810043
304,010103302021-07-04,1010330,96,452.8,64.69,13.714285714285714,7,4.72,0.6667,0.0,0.0,0.2582,2021-07-05 05:09:47,3.1177694790519412
305,075513912021-07-04,7551391,87,451.44,64.49,12.428571428571429,7,5.19,0.8571,0.0,0.0115,0.1039,2021-07-05 05:09:49,3.0789735023715945
306,0731101482021-07-04,73110148,28,128.94,64.47,14.0,2,4.61,0.56,0.0667,0.0333,0.0714,2021-07-05 05:09:49,0.7700736378849349
307,0592102972021-07-04,59210297,104,450.8,64.4,14.857142857142858,7,4.33,0.7391,0.0,0.0,0.0714,2021-07-05 05:09:47,3.213361154551608
308,025100912021-07-04,2510091,92,449.3,64.19,13.142857142857142,7,4.88,0.5385,0.0,0.0,0.0451,2021-07-05 05:09:47,2.556492728739276
309,0513100042021-07-04,51310004,116,448.1,64.01,16.571428571428573,7,3.86,0.6667,0.0,0.0,0.1356,2021-07-05 05:09:47,3.406599867756323
310,025102062021-07-04,2510206,97,448.0,64.0,13.857142857142858,7,4.62,0.8333,0.0,0.0,0.0171,2021-07-05 05:09:47,3.1572861464306157
311,021101872021-07-04,2110187,80,447.77,63.97,11.428571428571429,7,5.6,0.7188,0.0,0.0,0.141,2021-07-05 05:09:47,2.7194560893474677
312,028104222021-07-04,2810422,94,447.5,63.93,13.428571428571429,7,4.76,0.8571,0.0,0.0106,0.1558,2021-07-05 05:09:47,3.2672722114771555
313,029100622021-07-04,2910062,118,446.9,63.84,16.857142857142858,7,3.79,0.6522,0.0484,0.0,0.1557,2021-07-05 05:09:47,3.3862803993118034
314,051100732021-07-04,5110073,110,446.52,63.79,15.714285714285714,7,4.06,0.7391,0.0,0.0091,0.1615,2021-07-05 05:09:47,3.411408392731414
315,023101402021-07-04,2310140,71,445.2,63.6,10.142857142857142,7,6.27,0.5938,0.0,0.0,0.1255,2021-07-05 05:09:47,2.281138599103476
316,021110512021-07-04,2111051,94,445.16,63.59,13.428571428571429,7,4.74,0.6552,0.0105,0.0105,0.1878,2021-07-05 05:09:47,2.9167518652515687
317,053210212021-07-04,5321021,94,444.51,63.5,13.428571428571429,7,4.73,0.6452,0.0208,0.0417,0.1905,2021-07-05 05:09:47,2.848150637953787
318,028102542021-07-04,2810254,99,444.03,63.43,14.142857142857142,7,4.49,0.8182,0.0101,0.0,0.1347,2021-07-05 05:09:47,3.2692602903580332
319,021109612021-07-04,2110961,102,443.1,63.3,14.571428571428571,7,4.34,0.5926,0.0,0.0,0.2727,2021-07-05 05:09:47,3.0852803470799812
320,025101182021-07-04,2510118,101,442.7,63.24,14.428571428571429,7,4.38,0.8519,0.0,0.0,0.0794,2021-07-05 05:09:47,3.3193441388318123
321,0551101212021-07-04,55110121,96,441.63,63.09,13.714285714285714,7,4.6,0.9,0.0,0.0,0.1164,2021-07-05 05:09:47,3.3305341205672776
322,025101382021-07-04,2510138,96,440.29,62.9,13.714285714285714,7,4.59,0.475,0.0,0.0,0.125,2021-07-05 05:09:47,2.572035889459924
323,020101742021-07-04,2010174,80,440.07,62.87,11.428571428571429,7,5.5,0.8261,0.0,0.0,0.128,2021-07-05 05:09:47,2.8601310908325033
324,0592100972021-07-04,59210097,102,439.64,62.81,14.571428571428571,7,4.31,0.64,0.0,0.0,0.1065,2021-07-05 05:09:47,2.9763309544371466
325,028104202021-07-04,2810420,82,376.69,62.78,13.666666666666666,6,4.59,0.8261,0.012,0.0241,0.061,2021-07-05 05:09:47,2.710295794585826
326,0531100602021-07-04,53110060,86,438.8,62.69,12.285714285714286,7,5.1,0.75,0.0,0.0,0.3231,2021-07-05 05:09:47,3.0530686155727187
327,021104772021-07-04,2110477,98,438.3,62.61,14.0,7,4.47,0.6897,0.0,0.0,0.2041,2021-07-05 05:09:47,3.0751324694794353
328,021110282021-07-04,2111028,95,437.8,62.54,13.571428571428571,7,4.61,0.7308,0.0104,0.0104,0.2198,2021-07-05 05:09:47,3.073022650871861
329,051101302021-07-04,5110130,94,437.15,62.45,13.428571428571429,7,4.65,0.75,0.0208,0.0,0.3412,2021-07-05 05:09:49,3.213205568553982
330,025101662021-07-04,2510166,74,374.06,62.34,12.333333333333334,6,5.05,0.6923,0.0,0.0,0.2088,2021-07-05 05:09:47,2.472490497371687
331,028104812021-07-04,2810481,92,436.36,62.34,13.142857142857142,7,4.74,0.7143,0.0108,0.0,0.1299,2021-07-05 05:09:49,2.8875685938643563
332,021105782021-07-04,2110578,73,436.2,62.31,10.428571428571429,7,5.98,0.5517,0.0,0.0,0.1505,2021-07-05 05:09:47,2.2287848341569183
333,075511502021-07-04,7551150,92,436.05,62.29,13.142857142857142,7,4.74,0.76,0.0,0.0,0.0389,2021-07-05 05:09:47,2.8831038372110793
334,010101132021-07-04,1010113,89,434.72,62.1,12.714285714285714,7,4.88,0.8519,0.0,0.0,0.1735,2021-07-05 05:09:47,3.1201948135758353
335,010105182021-07-04,1010518,84,432.0,61.71,12.0,7,5.14,0.6667,0.0,0.0,0.189,2021-07-05 05:09:47,2.684805949613687
336,0551100672021-07-04,55110067,89,431.6,61.66,12.714285714285714,7,4.85,0.75,0.0,0.0,0.1257,2021-07-05 05:09:47,2.871788739812395
337,010105522021-07-04,1010552,64,429.62,61.37,9.142857142857142,7,6.71,0.7917,0.0,0.0,0.1149,2021-07-05 05:09:47,2.4079804364168456
338,028103282021-07-04,2810328,85,429.36,61.34,12.142857142857142,7,5.05,0.8696,0.0116,0.0116,0.2679,2021-07-05 05:09:47,3.1137349052719854
339,028103922021-07-04,2810392,101,429.28,61.33,14.428571428571429,7,4.25,0.7917,0.0,0.0,0.0893,2021-07-05 05:09:47,3.1583276385060475
