,主键,机器编号,销量,销售额,日均销售额,点位日均销量,点位日,件单价,sku动销率,退款率,吐货失败率,缺货率,时间,PCA
3748,0574101142021-07-04,57410114,9,37.2,5.31,1.2857142857142858,7,4.13,0.1333,0.0,0.0,0.0191,2021-07-05 05:09:47,-1.9992527835066003
3749,051210482021-07-04,5121048,10,37.1,5.3,1.4285714285714286,7,3.71,0.2308,0.0,0.0,0.0887,2021-07-05 05:09:47,-1.7440613598516663
3750,021109392021-07-04,2110939,10,37.0,5.29,1.4285714285714286,7,3.7,0.2917,0.0,0.0,0.0402,2021-07-05 05:09:47,-1.6875673850074937
3751,028104912021-07-04,2810491,11,37.0,5.29,1.5714285714285714,7,3.36,0.1923,0.0,0.0,0.0,2021-07-05 05:09:49,-1.898831692194632
3752,053212382021-07-04,5321238,11,37.05,5.29,1.5714285714285714,7,3.37,0.2381,0.0,0.0,0.0844,2021-07-05 05:09:47,-1.7260472130096447
3753,075513512021-07-04,7551351,8,37.0,5.29,1.1428571428571428,7,4.62,0.1905,0.0,0.0,0.0779,2021-07-05 05:09:47,-1.838287402631509
3754,023101572021-07-04,2310157,14,36.9,5.27,2.0,7,2.64,0.25,0.0,0.0,0.0,2021-07-05 05:09:47,-1.7542448501749284
3755,0531101102021-07-04,53110110,9,36.86,5.27,1.2857142857142858,7,4.1,0.2174,0.25,0.0,0.0893,2021-07-05 05:09:47,-2.0618752383433034
3756,0574101042021-07-04,57410104,8,36.9,5.27,1.1428571428571428,7,4.61,0.25,0.0,0.0,0.1558,2021-07-05 05:09:47,-1.6493605834489498
3757,0731101242021-07-04,73110124,11,36.9,5.27,1.5714285714285714,7,3.35,0.25,0.0,0.0,0.0171,2021-07-05 05:09:47,-1.778108081623233
3758,010104842021-07-04,1010484,7,36.8,5.26,1.0,7,5.26,0.2174,0.0,0.0,0.1529,2021-07-05 05:09:47,-1.7082628803709556
3759,021108032021-07-04,2110803,9,36.8,5.26,1.2857142857142858,7,4.09,0.24,0.0,0.0,0.1792,2021-07-05 05:09:47,-1.6402671032364478
3760,053212742021-07-04,5321274,11,36.84,5.26,1.5714285714285714,7,3.35,0.2353,0.0833,0.0,0.0,2021-07-05 05:09:49,-1.9182090265645426
3761,020102432021-07-04,2010243,9,36.7,5.24,1.2857142857142858,7,4.08,0.3,0.0,0.0,0.15,2021-07-05 05:09:47,-1.564904422843144
3762,028104442021-07-04,2810444,4,36.7,5.24,0.5714285714285714,7,9.18,0.25,0.0,0.0,0.0641,2021-07-05 05:09:47,-1.6551952585868035
3763,0551102452021-07-04,55110245,10,36.7,5.24,1.4285714285714286,7,3.67,0.1562,0.0909,0.0,0.1584,2021-07-05 05:09:47,-1.910554537250469
3764,029102772021-07-04,2910277,8,36.6,5.23,1.1428571428571428,7,4.58,0.28,0.0,0.0,0.0844,2021-07-05 05:09:47,-1.6744189560607403
3765,0592102732021-07-04,59210273,7,36.6,5.23,1.0,7,5.23,0.2,0.0,0.0,0.0612,2021-07-05 05:09:47,-1.8395676086036863
3766,028104692021-07-04,2810469,9,36.5,5.21,1.2857142857142858,7,4.06,0.3125,0.1,0.1,0.2315,2021-07-05 05:09:49,-1.695117851404089
3767,010104062021-07-04,1010406,1,5.2,5.2,1.0,1,5.2,0.0417,0.0,0.0,0.16,2021-07-05 05:09:47,-2.5241771894726814
3768,020102062021-07-04,2010206,10,36.3,5.19,1.4285714285714286,7,3.63,0.1379,0.0,0.0,0.0566,2021-07-05 05:09:47,-1.9515326303280225
3769,027101102021-07-04,2710110,8,36.3,5.19,1.1428571428571428,7,4.54,0.2609,0.0,0.0,0.0,2021-07-05 05:09:47,-1.8017533899848501
3770,029102552021-07-04,2910255,8,36.3,5.19,1.1428571428571428,7,4.54,0.2609,0.1111,0.1111,0.0988,2021-07-05 05:09:47,-1.9605749206922378
3771,0551102652021-07-04,55110265,4,36.3,5.19,0.5714285714285714,7,9.07,0.1111,0.0,0.0,0.0,2021-07-05 05:09:49,-1.9787331573824214
3772,0574102002021-07-04,57410200,8,36.3,5.19,1.1428571428571428,7,4.54,0.2222,0.0,0.0,0.0,2021-07-05 05:09:47,-1.871090861755221
3773,053212792021-07-04,5321279,10,36.16,5.17,1.4285714285714286,7,3.62,0.2593,0.0,0.0,0.1257,2021-07-05 05:09:49,-1.6611978446432216
3774,0551100802021-07-04,55110080,8,36.2,5.17,1.1428571428571428,7,4.53,0.2857,0.0,0.0,0.0248,2021-07-05 05:09:47,-1.7317464404516352
3775,0371101902021-07-04,37110190,9,36.1,5.16,1.2857142857142858,7,4.01,0.2308,0.0,0.0,0.0,2021-07-05 05:09:49,-1.8546110917140906
3776,0531101882021-07-04,53110188,5,36.1,5.16,0.7142857142857143,7,7.22,0.1304,0.0,0.0,0.0373,2021-07-05 05:09:47,-1.957589628459232
3777,010103872021-07-04,1010387,8,36.0,5.14,1.1428571428571428,7,4.5,0.2083,0.0,0.0,0.04,2021-07-05 05:09:47,-1.8563048972712253
3778,053210742021-07-04,5321074,7,36.0,5.14,1.0,7,5.14,0.1667,0.0,0.0,0.2083,2021-07-05 05:09:47,-1.748405487516352
3779,0592103372021-07-04,59210337,7,36.0,5.14,1.0,7,5.14,0.28,0.0,0.0,0.0,2021-07-05 05:09:47,-1.768024229053201
3780,075512642021-07-04,7551264,12,36.0,5.14,1.7142857142857142,7,3.0,0.1282,0.0,0.0,0.0902,2021-07-05 05:09:47,-1.912774704801439
3781,021106542021-07-04,2110654,8,35.7,5.1,1.1428571428571428,7,4.46,0.2381,0.0,0.0,0.3631,2021-07-05 05:09:47,-1.460523239495304
3782,028104132021-07-04,2810413,10,35.7,5.1,1.4285714285714286,7,3.57,0.25,0.0,0.0,0.0476,2021-07-05 05:09:47,-1.765453871443078
3783,053212622021-07-04,5321262,7,35.7,5.1,1.0,7,5.1,0.3333,0.0,0.0,0.0,2021-07-05 05:09:49,-1.6754420340305647
3784,023101052021-07-04,2310105,9,35.6,5.09,1.2857142857142858,7,3.96,0.1714,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9652539204932133
3785,0592103992021-07-04,59210399,9,35.6,5.09,1.2857142857142858,7,3.96,0.1724,0.0,0.0,0.0457,2021-07-05 05:09:49,-1.914621725057073
3786,020102152021-07-04,2010215,6,35.5,5.07,0.8571428571428571,7,5.92,0.2143,0.0,0.0,0.0493,2021-07-05 05:09:47,-1.8268735526056
3787,028104382021-07-04,2810438,9,35.5,5.07,1.2857142857142858,7,3.94,0.3125,0.0,0.0,0.1009,2021-07-05 05:09:47,-1.6059584845417876
3788,0574101622021-07-04,57410162,7,35.5,5.07,1.0,7,5.07,0.2609,0.0,0.0,0.0417,2021-07-05 05:09:47,-1.7627210663780342
3789,020101852021-07-04,2010185,8,35.4,5.06,1.1428571428571428,7,4.42,0.2632,0.0,0.0,0.124,2021-07-05 05:09:47,-1.6739971093112562
3790,028101652021-07-04,2810165,8,35.4,5.06,1.1428571428571428,7,4.42,0.3182,0.0,0.0,0.0,2021-07-05 05:09:47,-1.7079768319516624
3791,029101582021-07-04,2910158,11,35.4,5.06,1.5714285714285714,7,3.22,0.1154,0.0,0.0,0.0979,2021-07-05 05:09:47,-1.944743518931726
3792,021107402021-07-04,2110740,8,35.3,5.04,1.1428571428571428,7,4.41,0.2121,0.0,0.0,0.4933,2021-07-05 05:09:47,-1.3718033721946101
3793,0571101222021-07-04,57110122,7,35.3,5.04,1.0,7,5.04,0.1515,0.0,0.0,0.0811,2021-07-05 05:09:47,-1.9187497956859187
3794,021105352021-07-04,2110535,8,35.2,5.03,1.1428571428571428,7,4.4,0.3158,0.0,0.0,0.3929,2021-07-05 05:09:47,-1.2940926921957632
3795,021108262021-07-04,2110826,8,35.2,5.03,1.1428571428571428,7,4.4,0.35,0.0,0.0,0.3143,2021-07-05 05:09:47,-1.3168191529987896
3796,021108292021-07-04,2110829,8,35.2,5.03,1.1428571428571428,7,4.4,0.25,0.0,0.0,0.4414,2021-07-05 05:09:47,-1.3601513638035472
3797,021108692021-07-04,2110869,8,35.2,5.03,1.1428571428571428,7,4.4,0.2381,0.0,0.0,0.3247,2021-07-05 05:09:47,-1.5061918775707648
3798,023101182021-07-04,2310118,10,35.2,5.03,1.4285714285714286,7,3.52,0.1333,0.0,0.0,0.0,2021-07-05 05:09:47,-2.029630256983894
3799,0574101342021-07-04,57410134,11,35.2,5.03,1.5714285714285714,7,3.2,0.2,0.0,0.0909,0.0324,2021-07-05 05:09:47,-1.9773299358826772
3800,0592102682021-07-04,59210268,7,35.1,5.01,1.0,7,5.01,0.16,0.0,0.0,0.0,2021-07-05 05:09:47,-1.99232193823027
3801,020101832021-07-04,2010183,10,35.0,5.0,1.4285714285714286,7,3.5,0.1579,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9872714441468498
3802,021106142021-07-04,2110614,10,35.0,5.0,1.4285714285714286,7,3.5,0.3125,0.0,0.0,0.1429,2021-07-05 05:09:47,-1.5575597225198612
3803,051100932021-07-04,5110093,6,35.0,5.0,0.8571428571428571,7,5.83,0.1786,0.0,0.0,0.0788,2021-07-05 05:09:47,-1.8651742283781194
3804,0531101772021-07-04,53110177,11,34.9,4.99,1.5714285714285714,7,3.17,0.2917,0.0,0.0,0.076,2021-07-05 05:09:47,-1.6564956665277544
3805,0592102552021-07-04,59210255,9,34.9,4.99,1.2857142857142858,7,3.88,0.1724,0.0,0.0,0.0323,2021-07-05 05:09:47,-1.9352885184019935
3806,075510122021-07-04,7551012,8,34.9,4.99,1.1428571428571428,7,4.36,0.2258,0.0,0.0,0.0,2021-07-05 05:09:47,-1.878156533200358
3807,028104982021-07-04,2810498,7,34.8,4.97,1.0,7,4.97,0.2381,0.125,0.0,0.0476,2021-07-05 05:09:49,-1.9473016425728142
3808,0592103682021-07-04,59210368,7,34.8,4.97,1.0,7,4.97,0.1429,0.0,0.0,0.011,2021-07-05 05:09:49,-2.0141170990502473
3809,0592103522021-07-04,59210352,7,34.7,4.96,1.0,7,4.96,0.2,0.0,0.0,0.0303,2021-07-05 05:09:47,-1.8919722009375974
3810,021107612021-07-04,2110761,8,34.56,4.94,1.1428571428571428,7,4.32,0.1875,0.0,0.0,0.2917,2021-07-05 05:09:47,-1.6381816672466816
3811,027101872021-07-04,2710187,9,34.6,4.94,1.2857142857142858,7,3.84,0.1852,0.0,0.0,0.0102,2021-07-05 05:09:47,-1.9390326200437726
3812,010104322021-07-04,1010432,8,34.4,4.91,1.1428571428571428,7,4.3,0.1905,0.0,0.0,0.026,2021-07-05 05:09:47,-1.9183904768028728
3813,021105162021-07-04,2110516,8,34.4,4.91,1.1428571428571428,7,4.3,0.25,0.0,0.0,0.1429,2021-07-05 05:09:47,-1.6868529203124445
3814,021109732021-07-04,2110973,10,34.4,4.91,1.4285714285714286,7,3.44,0.3158,0.0,0.0,0.1571,2021-07-05 05:09:47,-1.5416199006595839
3815,0571100102021-07-04,57110010,5,34.4,4.91,0.7142857142857143,7,6.88,0.1667,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9539325603727349
3816,029103642021-07-04,2910364,7,34.3,4.9,1.0,7,4.9,0.2353,0.125,0.0,0.1579,2021-07-05 05:09:49,-1.8394800948447005
3817,051210622021-07-04,5121062,8,34.3,4.9,1.1428571428571428,7,4.29,0.1852,0.0,0.0,0.3333,2021-07-05 05:09:47,-1.6002540124792624
3818,051210402021-07-04,5121040,7,34.2,4.89,1.0,7,4.89,0.1143,0.0,0.0,0.2381,2021-07-05 05:09:47,-1.828479505003511
3819,0731100862021-07-04,73110086,8,34.1,4.87,1.1428571428571428,7,4.26,0.3043,0.0,0.0,0.0,2021-07-05 05:09:47,-1.7451992270855394
3820,021110472021-07-04,2111047,9,34.0,4.86,1.2857142857142858,7,3.78,0.2083,0.0,0.0,0.0351,2021-07-05 05:09:47,-1.8760374007802914
3821,029103822021-07-04,2910382,11,34.0,4.86,1.5714285714285714,7,3.09,0.1538,0.0,0.0,0.0,2021-07-05 05:09:49,-1.992027475679499
3822,0592102982021-07-04,59210298,7,33.9,4.84,1.0,7,4.84,0.2069,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9205042019166383
3823,075514112021-07-04,7551411,6,33.9,4.84,0.8571428571428571,7,5.65,0.1429,0.0,0.0,0.1,2021-07-05 05:09:49,-1.9187294820614074
3824,0574101132021-07-04,57410113,8,33.8,4.83,1.1428571428571428,7,4.22,0.1333,0.0,0.0,0.0096,2021-07-05 05:09:47,-2.0442279844246514
3825,028104722021-07-04,2810472,7,33.7,4.81,1.0,7,4.81,0.2,0.0,0.0,0.0121,2021-07-05 05:09:49,-1.9220632438919842
3826,0574100792021-07-04,57410079,8,33.7,4.81,1.1428571428571428,7,4.21,0.2222,0.0,0.0,0.0057,2021-07-05 05:09:47,-1.890047528329251
3827,0592103662021-07-04,59210366,8,33.7,4.81,1.1428571428571428,7,4.21,0.2143,0.0,0.0,0.0148,2021-07-05 05:09:47,-1.8944763321558145
3828,075512922021-07-04,7551292,7,33.7,4.81,1.0,7,4.81,0.2,0.0,0.0,0.0714,2021-07-05 05:09:47,-1.858688114804763
3829,0371101812021-07-04,37110181,9,33.6,4.8,1.2857142857142858,7,3.73,0.4118,0.0,0.0,0.1349,2021-07-05 05:09:47,-1.4086193058499477
3830,053212702021-07-04,5321270,7,33.6,4.8,1.0,7,4.8,0.24,0.0,0.0,0.04,2021-07-05 05:09:49,-1.8213648365072928
3831,0574101812021-07-04,57410181,5,33.6,4.8,0.7142857142857143,7,6.72,0.2174,0.0,0.0,0.125,2021-07-05 05:09:47,-1.7395197749392324
3832,0592102622021-07-04,59210262,7,33.6,4.8,1.0,7,4.8,0.16,0.0,0.0,0.0,2021-07-05 05:09:47,-2.0074469338033336
3833,051210722021-07-04,5121072,6,33.5,4.79,0.8571428571428571,7,5.58,0.1538,0.0,0.0,0.0714,2021-07-05 05:09:47,-1.93428865748854
3834,051210852021-07-04,5121085,10,33.5,4.79,1.4285714285714286,7,3.35,0.129,0.1667,0.0,0.3353,2021-07-05 05:09:49,-1.8838887182122164
3835,0592104042021-07-04,59210404,7,33.4,4.77,1.0,7,4.77,0.1786,0.0,0.0,0.0414,2021-07-05 05:09:49,-1.932004982031275
3836,0371100842021-07-04,37110084,7,33.3,4.76,1.0,7,4.76,0.1667,0.0,0.0,0.0476,2021-07-05 05:09:47,-1.9474852728960466
3837,029103732021-07-04,2910373,8,33.2,4.74,1.1428571428571428,7,4.15,0.16,0.0,0.0,0.0385,2021-07-05 05:09:49,-1.9710648839727418
3838,0592103712021-07-04,59210371,10,33.2,4.74,1.4285714285714286,7,3.32,0.25,0.2308,0.0,0.0053,2021-07-05 05:09:49,-2.0956835740946214
3839,0574101552021-07-04,57410155,9,33.1,4.73,1.2857142857142858,7,3.68,0.2692,0.0,0.0,0.1058,2021-07-05 05:09:47,-1.6994285088424121
3840,0592102132021-07-04,59210213,8,33.1,4.73,1.1428571428571428,7,4.14,0.1852,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9678461775076508
3841,021111402021-07-04,2111140,9,33.0,4.71,1.2857142857142858,7,3.67,0.1852,0.0,0.0,0.0188,2021-07-05 05:09:49,-1.9438377716589035
3842,0592102502021-07-04,59210250,7,33.0,4.71,1.0,7,4.71,0.2273,0.0,0.0,0.0,2021-07-05 05:09:47,-1.8932520135081763
3843,021106372021-07-04,2110637,9,32.9,4.7,1.2857142857142858,7,3.66,0.1905,0.0,0.0,0.0789,2021-07-05 05:09:47,-1.8708973703292904
3844,0574102422021-07-04,57410242,8,32.9,4.7,1.1428571428571428,7,4.11,0.2,0.0,0.0,0.037,2021-07-05 05:09:49,-1.9039149267520623
3845,0531100732021-07-04,53110073,6,32.8,4.69,0.8571428571428571,7,5.47,0.2609,0.0,0.0,0.0417,2021-07-05 05:09:47,-1.78172386367617
3846,021110412021-07-04,2111041,8,32.7,4.67,1.1428571428571428,7,4.09,0.1724,0.0,0.0,0.0948,2021-07-05 05:09:47,-1.893309027587567
3847,053211542021-07-04,5321154,9,32.7,4.67,1.2857142857142858,7,3.63,0.16,0.0,0.0,0.1104,2021-07-05 05:09:47,-1.894006549598515
3848,0574101302021-07-04,57410130,4,18.7,4.67,1.0,4,4.67,0.1379,0.0,0.0,0.0,2021-07-05 05:09:47,-2.3049091778525086
3849,021102902021-07-04,2110290,7,32.6,4.66,1.0,7,4.66,0.1818,0.0,0.0,0.419,2021-07-05 05:09:47,-1.5306780329673992
3850,0731100662021-07-04,73110066,8,32.6,4.66,1.1428571428571428,7,4.08,0.2,0.0,0.0,0.0686,2021-07-05 05:09:47,-1.8726450600102034
3851,051210112021-07-04,5121011,6,32.5,4.64,0.8571428571428571,7,5.42,0.1316,0.0,0.0,0.3502,2021-07-05 05:09:47,-1.6871565750754478
3852,021107802021-07-04,2110780,8,32.25,4.61,1.1428571428571428,7,4.03,0.2632,0.0,0.0,0.2353,2021-07-05 05:09:47,-1.584840921240951
3853,051210742021-07-04,5121074,5,32.3,4.61,0.7142857142857143,7,6.46,0.1429,0.0,0.0,0.481,2021-07-05 05:09:47,-1.5089715726471546
3854,021108562021-07-04,2110856,9,32.2,4.6,1.2857142857142858,7,3.58,0.25,0.0,0.0,0.0476,2021-07-05 05:09:47,-1.8040901383972299
3855,021111582021-07-04,2111158,6,32.18,4.6,0.8571428571428571,7,5.36,0.0857,0.25,0.0,0.1977,2021-07-05 05:09:49,-2.221889652582307
3856,027101852021-07-04,2710185,7,32.2,4.6,1.0,7,4.6,0.2069,0.0,0.0,0.0144,2021-07-05 05:09:47,-1.9223676872149227
3857,053212002021-07-04,5321200,8,32.2,4.6,1.1428571428571428,7,4.03,0.2,0.0,0.0,0.131,2021-07-05 05:09:47,-1.809801132171728
3858,075512082021-07-04,7551208,7,32.2,4.6,1.0,7,4.6,0.2609,0.0,0.0,0.0482,2021-07-05 05:09:47,-1.789494971745945
3859,021111022021-07-04,2111102,9,32.1,4.59,1.2857142857142858,7,3.57,0.2941,0.0,0.0,0.0,2021-07-05 05:09:49,-1.7767343027961675
3860,0592103652021-07-04,59210365,10,32.1,4.59,1.4285714285714286,7,3.21,0.1852,0.0,0.0,0.0357,2021-07-05 05:09:47,-1.9247273391201742
3861,028104332021-07-04,2810433,7,32.0,4.57,1.0,7,4.57,0.3125,0.0,0.0,0.1101,2021-07-05 05:09:47,-1.6330192726074155
3862,0574101702021-07-04,57410170,8,32.0,4.57,1.1428571428571428,7,4.0,0.2069,0.0,0.0,0.0683,2021-07-05 05:09:47,-1.866575481949105
3863,0592101992021-07-04,59210199,7,32.0,4.57,1.0,7,4.57,0.1379,0.0,0.0,0.0,2021-07-05 05:09:47,-2.063510278677587
3864,075512632021-07-04,7551263,11,32.0,4.57,1.5714285714285714,7,2.91,0.0769,0.0,0.0,0.0167,2021-07-05 05:09:47,-2.128151750160291
3865,075513052021-07-04,7551305,7,32.0,4.57,1.0,7,4.57,0.1562,0.0,0.0,0.0294,2021-07-05 05:09:47,-1.9993024076223616
3866,021108242021-07-04,2110824,7,31.9,4.56,1.0,7,4.56,0.3333,0.0,0.0,0.1905,2021-07-05 05:09:47,-1.5106130219242562
3867,023101262021-07-04,2310126,9,31.9,4.56,1.2857142857142858,7,3.54,0.1724,0.0,0.0,0.0491,2021-07-05 05:09:47,-1.9444339337195995
3868,029102452021-07-04,2910245,6,31.9,4.56,0.8571428571428571,7,5.32,0.25,0.0,0.0,0.0,2021-07-05 05:09:47,-1.855940259452427
3869,051101462021-07-04,5110146,4,22.8,4.56,0.8,5,5.7,0.2,0.0,0.0,0.0,2021-07-05 05:09:49,-2.099779239956985
3870,075513362021-07-04,7551336,6,31.9,4.56,0.8571428571428571,7,5.32,0.2857,0.0,0.0,0.0909,2021-07-05 05:09:47,-1.6948310867748526
3871,0731100552021-07-04,73110055,6,18.2,4.55,1.5,4,3.03,0.1818,0.1429,0.1429,0.1104,2021-07-05 05:09:47,-2.4534755276997413
3872,028102782021-07-04,2810278,8,31.8,4.54,1.1428571428571428,7,3.98,0.1818,0.0,0.0,0.0807,2021-07-05 05:09:47,-1.9000103312730954
3873,0371100902021-07-04,37110090,8,31.8,4.54,1.1428571428571428,7,3.98,0.2273,0.0,0.0,0.1654,2021-07-05 05:09:47,-1.7279688998701486
3874,0371101822021-07-04,37110182,8,31.7,4.53,1.1428571428571428,7,3.96,0.2222,0.2,0.0,0.0,2021-07-05 05:09:47,-2.143656307717294
3875,0574101072021-07-04,57410107,8,31.7,4.53,1.1428571428571428,7,3.96,0.1724,0.0,0.0,0.0524,2021-07-05 05:09:47,-1.9482942130859027
3876,0592101232021-07-04,59210123,6,31.6,4.51,0.8571428571428571,7,5.27,0.2143,0.0,0.0,0.0345,2021-07-05 05:09:47,-1.8865024720099517
3877,075512372021-07-04,7551237,8,31.6,4.51,1.1428571428571428,7,3.95,0.1351,0.0,0.0,0.0625,2021-07-05 05:09:47,-2.0052599104560396
3878,021105742021-07-04,2110574,9,31.5,4.5,1.2857142857142858,7,3.5,0.0417,0.0,0.0,0.08,2021-07-05 05:09:47,-2.1490135449101255
3879,023101002021-07-04,2310100,9,31.4,4.49,1.2857142857142858,7,3.49,0.2174,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9205010180490676
3880,0551101532021-07-04,55110153,9,31.4,4.49,1.2857142857142858,7,3.49,0.1379,0.0,0.0,0.0275,2021-07-05 05:09:47,-2.0335486447139792
3881,021111372021-07-04,2111137,14,31.3,4.47,2.0,7,2.24,0.2857,0.0,0.0,0.1648,2021-07-05 05:09:49,-1.555039214217165
3882,010105292021-07-04,1010529,8,31.2,4.46,1.1428571428571428,7,3.9,0.1538,0.0,0.0,0.1833,2021-07-05 05:09:47,-1.8463534471304541
3883,021111082021-07-04,2111108,8,31.2,4.46,1.1428571428571428,7,3.9,0.375,0.0,0.0,0.0,2021-07-05 05:09:49,-1.6459334200923033
3884,0574102012021-07-04,57410201,8,31.2,4.46,1.1428571428571428,7,3.9,0.1852,0.0,0.0,0.0,2021-07-05 05:09:47,-1.9859916149764465
3885,0574101352021-07-04,57410135,8,31.1,4.44,1.1428571428571428,7,3.89,0.1667,0.0,0.0,0.0599,2021-07-05 05:09:47,-1.9560517089402987
3886,0574100882021-07-04,57410088,9,31.0,4.43,1.2857142857142858,7,3.44,0.16,0.0,0.0,0.04,2021-07-05 05:09:47,-1.984438055505333
3887,0574101152021-07-04,57410115,9,31.0,4.43,1.2857142857142858,7,3.44,0.1667,0.0,0.0,0.0279,2021-07-05 05:09:47,-1.9853654124773223
3888,025100902021-07-04,2510090,5,30.92,4.42,0.7142857142857143,7,6.18,0.1389,0.0,0.0,0.0526,2021-07-05 05:09:47,-1.9914219487332891
3889,021108372021-07-04,2110837,7,30.9,4.41,1.0,7,4.41,0.2121,0.0,0.0,0.6169,2021-07-05 05:09:47,-1.2827008163991054
3890,023101232021-07-04,2310123,6,30.9,4.41,0.8571428571428571,7,5.15,0.1852,0.0,0.0,0.0,2021-07-05 05:09:47,-1.983504334066366
3891,021107902021-07-04,2110790,7,30.8,4.4,1.0,7,4.4,0.2381,0.0,0.0,0.5918,2021-07-05 05:09:47,-1.263727921707532
3892,021108162021-07-04,2110816,7,30.8,4.4,1.0,7,4.4,0.25,0.0,0.0,0.4694,2021-07-05 05:09:47,-1.3732184933493299
3893,021108442021-07-04,2110844,7,30.8,4.4,1.0,7,4.4,0.2632,0.125,0.0,0.4786,2021-07-05 05:09:47,-1.4826025870120385
3894,021108652021-07-04,2110865,7,30.8,4.4,1.0,7,4.4,0.2381,0.0,0.0,0.3241,2021-07-05 05:09:47,-1.5498244150742961
3895,021108682021-07-04,2110868,7,30.8,4.4,1.0,7,4.4,0.25,0.0,0.0,0.2381,2021-07-05 05:09:47,-1.6204135584062322
3896,0519100082021-07-04,51910008,7,30.7,4.39,1.0,7,4.39,0.1613,0.0,0.0,0.0268,2021-07-05 05:09:47,-2.0059405146064235
3897,075513722021-07-04,7551372,5,30.7,4.39,0.7142857142857143,7,6.14,0.129,0.0,0.0,0.009,2021-07-05 05:09:47,-2.0583413271909605
3898,029102652021-07-04,2910265,6,30.6,4.37,0.8571428571428571,7,5.1,0.2273,0.0,0.0,0.195,2021-07-05 05:09:47,-1.703000185279096
3899,0531100012021-07-04,53110001,7,30.6,4.37,1.0,7,4.37,0.1667,0.0,0.0,0.0104,2021-07-05 05:09:47,-2.01513506778469
3900,0592102962021-07-04,59210296,3,30.6,4.37,0.42857142857142855,7,10.2,0.1071,0.0,0.0,0.0541,2021-07-05 05:09:47,-1.9302569288866116
3901,051210732021-07-04,5121073,7,30.5,4.36,1.0,7,4.36,0.2308,0.0,0.1429,0.1939,2021-07-05 05:09:47,-1.8817329763873512
3902,0571100242021-07-04,57110024,5,30.5,4.36,0.7142857142857143,7,6.1,0.1212,0.0,0.0,0.0198,2021-07-05 05:09:47,-2.063314101776506
3903,075513072021-07-04,7551307,7,30.5,4.36,1.0,7,4.36,0.2222,0.0,0.0,0.0301,2021-07-05 05:09:47,-1.8954293469484058
3904,0551101572021-07-04,55110157,7,30.4,4.34,1.0,7,4.34,0.1,0.0,0.0,0.0155,2021-07-05 05:09:47,-2.131316776711469
3905,051210712021-07-04,5121071,3,30.3,4.33,0.42857142857142855,7,10.1,0.1034,0.0,0.0,0.5667,2021-07-05 05:09:47,-1.3944449135215848
3906,075512052021-07-04,7551205,5,30.3,4.33,0.7142857142857143,7,6.06,0.16,0.0,0.0,0.0559,2021-07-05 05:09:47,-1.9577566135711806
3907,021101402021-07-04,2110140,8,30.2,4.31,1.1428571428571428,7,3.77,0.3,0.0,0.0,0.3333,2021-07-05 05:09:47,-1.43392033913132
3908,021107202021-07-04,2110720,8,30.2,4.31,1.1428571428571428,7,3.77,0.2353,0.0,0.0,0.0758,2021-07-05 05:09:47,-1.8250366689449211
3909,021107542021-07-04,2110754,7,30.2,4.31,1.0,7,4.31,0.3,0.0,0.0,0.2973,2021-07-05 05:09:47,-1.4739462017935367
3910,029102462021-07-04,2910246,7,30.2,4.31,1.0,7,4.31,0.25,0.0,0.0,0.0952,2021-07-05 05:09:47,-1.7795179234188554
3911,0531101992021-07-04,53110199,7,30.2,4.31,1.0,7,4.31,0.3043,0.0,0.0,0.0595,2021-07-05 05:09:47,-1.7203837869471585
3912,075512532021-07-04,7551253,5,30.2,4.31,0.7142857142857143,7,6.04,0.1786,0.1667,0.1667,0.0,2021-07-05 05:09:47,-2.3822513180734606
3913,0531101482021-07-04,53110148,7,30.1,4.3,1.0,7,4.3,0.24,0.0,0.0,0.0465,2021-07-05 05:09:47,-1.8502668076350943
3914,0574101432021-07-04,57410143,8,30.1,4.3,1.1428571428571428,7,3.76,0.2917,0.0,0.0,0.16,2021-07-05 05:09:47,-1.634785972776509
3915,021110932021-07-04,2111093,6,30.0,4.29,0.8571428571428571,7,5.0,0.1304,0.0,0.0,0.32,2021-07-05 05:09:47,-1.7496735367951588
3916,051100212021-07-04,5110021,7,30.03,4.29,1.0,7,4.29,0.1786,0.0,0.0,0.0219,2021-07-05 05:09:47,-1.987282595001322
3917,0731100992021-07-04,73110099,9,30.0,4.29,1.2857142857142858,7,3.33,0.2273,0.0,0.0,0.0559,2021-07-05 05:09:47,-1.8557139218168794
3918,053211302021-07-04,5321130,6,29.9,4.27,0.8571428571428571,7,4.98,0.1818,0.0,0.0,0.05,2021-07-05 05:09:47,-1.9474789903608405
3919,021109852021-07-04,2110985,7,29.8,4.26,1.0,7,4.26,0.2727,0.0,0.0,0.0195,2021-07-05 05:09:47,-1.8234483859841752
3920,023101242021-07-04,2310124,7,29.84,4.26,1.0,7,4.26,0.2308,0.0,0.0,0.0345,2021-07-05 05:09:47,-1.8823969662826667
3921,053212712021-07-04,5321271,7,29.8,4.26,1.0,7,4.26,0.3077,0.0,0.0,0.1538,2021-07-05 05:09:49,-1.6172109072470489
